utt,spk,partner,logmel_l1,snr_db
p41_u84,p41,tstnn,0.5111,-4.87
p41_u85,p41,ce0.0,0.3057,11.17
p41_u85,p41,ce10.0,0.7234,4.79
p41_u85,p41,demucs,0.385,-5.36
p41_u85,p41,tstnn,0.4614,-4.93
p41_u86,p41,ce0.0,0.321,11.63
p41_u86,p41,ce10.0,0.765,4.94
p41_u86,p41,demucs,0.4245,-5.41
p41_u86,p41,tstnn,0.4854,-4.73
p41_u87,p41,ce0.0,0.3357,12.11
p41_u87,p41,ce10.0,0.7153,4.98
p41_u87,p41,demucs,0.4429,-5.41
p41_u87,p41,tstnn,0.4857,-4.71
p41_u88,p41,ce0.0,0.3514,10.64
p41_u88,p41,ce10.0,0.7429,4.88
p41_u88,p41,demucs,0.4763,-4.89
p41_u88,p41,tstnn,0.4831,-4.53
p41_u89,p41,ce0.0,0.3589,11.32
p41_u89,p41,ce10.0,0.7504,4.43
p41_u89,p41,demucs,0.463,-5.44
p41_u89,p41,tstnn,0.484,-4.65
p41_u90,p41,ce0.0,0.3045,12.16
p41_u90,p41,ce10.0,0.6988,5.02
p41_u90,p41,demucs,0.3763,-5.24
p41_u90,p41,tstnn,0.4759,-4.85
p41_u91,p41,ce0.0,0.2979,12.07
p41_u91,p41,ce10.0,0.6938,4.57
p41_u91,p41,demucs,0.3913,-5.45
p41_u91,p41,tstnn,0.4585,-4.99
p41_u92,p41,ce0.0,0.3095,11.76
p41_u92,p41,ce10.0,0.6715,4.77
p41_u92,p41,demucs,0.3759,-5.42
p41_u92,p41,tstnn,0.4413,-5.03
p41_u93,p41,ce0.0,0.3286,12.3
p41_u93,p41,ce10.0,0.7002,4.56
p41_u93,p41,demucs,0.3938,-5.48
p41_u93,p41,tstnn,0.4379,-5.16
p41_u94,p41,ce0.0,0.387,10.65
p41_u94,p41,ce10.0,0.7278,5.19
p41_u94,p41,demucs,0.4441,-5.51
p41_u94,p41,tstnn,0.4919,-4.88
p41_u95,p41,ce0.0,0.3104,11.53
p41_u95,p41,ce10.0,0.7267,5.13
p41_u95,p41,demucs,0.4173,-5.36
p41_u95,p41,tstnn,0.49,-4.43
p41_u96,p41,ce0.0,0.3119,11.46
p41_u96,p41,ce10.0,0.7295,4.16
p41_u96,p41,demucs,0.442,-5.81
p41_u96,p41,tstnn,0.4304,-5.24
p41_u97,p41,ce0.0,0.296,12.51
p41_u97,p41,ce10.0,0.6949,4.44
p41_u97,p41,demucs,0.3824,-4.93
p41_u97,p41,tstnn,0.4153,-4.38
p41_u98,p41,ce0.0,0.3001,12.3
p41_u98,p41,ce10.0,0.7088,5.03
p41_u98,p41,demucs,0.3846,-5.17
p41_u98,p41,tstnn,0.4865,-4.61
p41_u99,p41,ce0.0,0.2707,11.53
p41_u99,p41,ce10.0,0.7126,4.18
p41_u99,p41,demucs,0.4199,-5.71
p41_u99,p41,tstnn,0.472,-4.98
p56_u00,p56,ce0.0,0.2754,11.03
p56_u00,p56,ce10.0,0.6919,3.53
p56_u00,p56,demucs,0.3533,-4.08
p56_u00,p56,tstnn,0.4668,-4.24
p56_u01,p56,ce0.0,0.2841,9.68
p56_u01,p56,ce10.0,0.6783,3.17
p56_u01,p56,demucs,0.3924,-3.96
p56_u01,p56,tstnn,0.474,-3.91
p56_u02,p56,ce0.0,0.2959,11.17
p56_u02,p56,ce10.0,0.6782,3.3
p56_u02,p56,demucs,0.3647,-3.61
p56_u02,p56,tstnn,0.5339,-3.34
p56_u03,p56,ce0.0,0.2957,11.03
p56_u03,p56,ce10.0,0.6691,4.38
p56_u03,p56,demucs,0.407,-5.28
p56_u03,p56,tstnn,0.5308,-4.25
p56_u04,p56,ce0.0,0.2713,12.0
p56_u04,p56,ce10.0,0.6921,4.16
p56_u04,p56,demucs,0.3964,-4.32
p56_u04,p56,tstnn,0.5365,-3.94
p56_u05,p56,ce0.0,0.3381,11.27
p56_u05,p56,ce10.0,0.7658,4.21
p56_u05,p56,demucs,0.3953,-4.65
p56_u05,p56,tstnn,0.5751,-4.08
p56_u06,p56,ce0.0,0.3542,9.97
p56_u06,p56,ce10.0,0.7475,3.75
p56_u06,p56,demucs,0.4746,-4.55
p56_u06,p56,tstnn,0.5895,-3.8
p56_u07,p56,ce0.0,0.2933,10.35
p56_u07,p56,ce10.0,0.7163,3.05
p56_u07,p56,demucs,0.4196,-4.38
p56_u07,p56,tstnn,0.4875,-3.64
p56_u08,p56,ce0.0,0.2999,9.88
p56_u08,p56,ce10.0,0.7346,3.61
p56_u08,p56,demucs,0.461,-4.09
p56_u08,p56,tstnn,0.5286,-3.81
p56_u09,p56,ce0.0,0.3288,9.65
p56_u09,p56,ce10.0,0.7051,3.33
p56_u09,p56,demucs,0.424,-3.78
p56_u09,p56,tstnn,0.5547,-3.56
p56_u10,p56,ce0.0,0.3091,10.31
p56_u10,p56,ce10.0,0.7167,3.82
p56_u10,p56,demucs,0.4219,-4.75
p56_u10,p56,tstnn,0.5375,-4.39
p56_u11,p56,ce0.0,0.312,10.43
p56_u11,p56,ce10.0,0.7339,3.39
p56_u11,p56,demucs,0.413,-4.38
p56_u11,p56,tstnn,0.5595,-3.83
p56_u12,p56,ce0.0,0.3103,9.53
p56_u12,p56,ce10.0,0.7264,3.56
p56_u12,p56,demucs,0.4514,-3.41
p56_u12,p56,tstnn,0.5241,-2.71
p56_u13,p56,ce0.0,0.2974,10.55
p56_u13,p56,ce10.0,0.7281,3.41
p56_u13,p56,demucs,0.4102,-3.56
p56_u13,p56,tstnn,0.5568,-2.99
p56_u14,p56,ce0.0,0.2908,10.97
p56_u14,p56,ce10.0,0.6885,3.39
p56_u14,p56,demucs,0.4388,-3.71
p56_u14,p56,tstnn,0.5573,-3.71
p56_u15,p56,ce0.0,0.2802,11.97
p56_u15,p56,ce10.0,0.7199,4.52
p56_u15,p56,demucs,0.4296,-3.53
p56_u15,p56,tstnn,0.4852,-3.36
p56_u16,p56,ce0.0,0.2856,10.5
p56_u16,p56,ce10.0,0.6912,3.38
p56_u16,p56,demucs,0.463,-3.3
p56_u16,p56,tstnn,0.5492,-3.46
p56_u17,p56,ce0.0,0.2949,10.89
p56_u17,p56,ce10.0,0.7226,3.74
p56_u17,p56,demucs,0.377,-3.44
p56_u17,p56,tstnn,0.5352,-3.11
p56_u18,p56,ce0.0,0.3025,10.43
p56_u18,p56,ce10.0,0.7176,3.99
p56_u18,p56,demucs,0.4062,-4.24
p56_u18,p56,tstnn,0.541,-3.96
p56_u19,p56,ce0.0,0.2866,10.57
p56_u19,p56,ce10.0,0.7249,3.5
p56_u19,p56,demucs,0.4321,-3.33
p56_u19,p56,tstnn,0.4636,-3.51
p56_u20,p56,ce0.0,0.2956,10.79
p56_u20,p56,ce10.0,0.7186,3.89
p56_u20,p56,demucs,0.3943,-4.6
p56_u20,p56,tstnn,0.4619,-4.22
p56_u21,p56,ce0.0,0.3067,10.32
p56_u21,p56,ce10.0,0.7894,3.13
p56_u21,p56,demucs,0.4253,-4.28
p56_u21,p56,tstnn,0.5142,-4.04
p56_u22,p56,ce0.0,0.3087,9.83
p56_u22,p56,ce10.0,0.7201,4.06
p56_u22,p56,demucs,0.4071,-3.69
p56_u22,p56,tstnn,0.4982,-3.35
p56_u23,p56,ce0.0,0.2825,9.84
p56_u23,p56,ce10.0,0.742,3.07
p56_u23,p56,demucs,0.3548,-3.77
p56_u23,p56,tstnn,0.4656,-3.56
p56_u24,p56,ce0.0,0.3285,10.25
p56_u24,p56,ce10.0,0.7112,3.33
p56_u24,p56,demucs,0.4179,-3.88
p56_u24,p56,tstnn,0.5289,-4.11
p56_u25,p56,ce0.0,0.3027,9.52
p56_u25,p56,ce10.0,0.7217,2.92
p56_u25,p56,demucs,0.4308,-3.85
p56_u25,p56,tstnn,0.4854,-3.89
p56_u26,p56,ce0.0,0.3045,9.38
p56_u26,p56,ce10.0,0.7071,3.05
p56_u26,p56,demucs,0.4349,-3.05
p56_u26,p56,tstnn,0.5111,-3.41
p56_u27,p56,ce0.0,0.2885,10.66
p56_u27,p56,ce10.0,0.6998,3.52
p56_u27,p56,demucs,0.3903,-3.62
p56_u27,p56,tstnn,0.5053,-3.59
p56_u28,p56,ce0.0,0.3041,10.05
p56_u28,p56,ce10.0,0.7069,3.08
p56_u28,p56,demucs,0.4111,-3.78
p56_u28,p56,tstnn,0.51,-3.54
p56_u29,p56,ce0.0,0.2781,11.55
p56_u29,p56,ce10.0,0.7075,4.31
p56_u29,p56,demucs,0.3694,-4.2
p56_u29,p56,tstnn,0.4805,-3.84
p56_u30,p56,ce0.0,0.3002,10.89
p56_u30,p56,ce10.0,0.7118,3.5
p56_u30,p56,demucs,0.3718,-3.91
p56_u30,p56,tstnn,0.432,-3.83
p56_u31,p56,ce0.0,0.279,10.32
p56_u31,p56,ce10.0,0.6873,3.87
p56_u31,p56,demucs,0.4055,-3.27
p56_u31,p56,tstnn,0.4954,-3.39
p56_u32,p56,ce0.0,0.2888,10.11
p56_u32,p56,ce10.0,0.7106,3.59
p56_u32,p56,demucs,0.4133,-3.02
p56_u32,p56,tstnn,0.4899,-2.97
p56_u33,p56,ce0.0,0.2812,10.64
p56_u33,p56,ce10.0,0.7185,3.9
p56_u33,p56,demucs,0.439,-3.71
p56_u33,p56,tstnn,0.5194,-3.19
p56_u34,p56,ce0.0,0.2883,10.85
p56_u34,p56,ce10.0,0.6897,3.44
p56_u34,p56,demucs,0.4316,-3.57
p56_u34,p56,tstnn,0.4986,-3.45
p56_u35,p56,ce0.0,0.2809,10.35
p56_u35,p56,ce10.0,0.6917,3.57
p56_u35,p56,demucs,0.3966,-3.79
p56_u35,p56,tstnn,0.5183,-3.33
p56_u36,p56,ce0.0,0.3106,9.11
p56_u36,p56,ce10.0,0.7094,3.22
p56_u36,p56,demucs,0.4706,-2.39
p56_u36,p56,tstnn,0.5383,-2.99
p56_u37,p56,ce0.0,0.2906,9.29
p56_u37,p56,ce10.0,0.7014,3.63
p56_u37,p56,demucs,0.4067,-3.78
p56_u37,p56,tstnn,0.4919,-3.45
p56_u38,p56,ce0.0,0.3558,9.51
p56_u38,p56,ce10.0,0.7203,3.61
p56_u38,p56,demucs,0.4043,-2.77
p56_u38,p56,tstnn,0.4906,-2.75
p56_u39,p56,ce0.0,0.3048,9.67
p56_u39,p56,ce10.0,0.7126,3.62
p56_u39,p56,demucs,0.4471,-3.52
p56_u39,p56,tstnn,0.4947,-3.18
p56_u40,p56,ce0.0,0.2755,10.49
p56_u40,p56,ce10.0,0.7159,3.94
p56_u40,p56,demucs,0.4353,-2.65
p56_u40,p56,tstnn,0.5099,-2.77
p56_u41,p56,ce0.0,0.3194,10.15
p56_u41,p56,ce10.0,0.7744,3.5
p56_u41,p56,demucs,0.4188,-2.47
p56_u41,p56,tstnn,0.5025,-2.89
p56_u42,p56,ce0.0,0.3313,10.9
p56_u42,p56,ce10.0,0.8086,3.92
p56_u42,p56,demucs,0.4659,-3.4
p56_u42,p56,tstnn,0.5014,-3.21
p56_u43,p56,ce0.0,0.2736,11.9
p56_u43,p56,ce10.0,0.7202,4.59
p56_u43,p56,demucs,0.409,-3.43
p56_u43,p56,tstnn,0.4715,-3.34
p56_u44,p56,ce0.0,0.2776,10.61
p56_u44,p56,ce10.0,0.7177,3.48
p56_u44,p56,demucs,0.4167,-4.27
p56_u44,p56,tstnn,0.4781,-3.81
p56_u45,p56,ce0.0,0.3432,9.82
p56_u45,p56,ce10.0,0.7659,3.44
p56_u45,p56,demucs,0.4107,-3.57
p56_u45,p56,tstnn,0.5059,-3.22
p56_u46,p56,ce0.0,0.315,9.1
p56_u46,p56,ce10.0,0.7468,3.16
p56_u46,p56,demucs,0.4483,-3.38
p56_u46,p56,tstnn,0.5105,-2.95
p56_u47,p56,ce0.0,0.3538,9.08
p56_u47,p56,ce10.0,0.728,3.67
p56_u47,p56,demucs,0.4397,-3.51
p56_u47,p56,tstnn,0.5134,-3.34
p56_u48,p56,ce0.0,0.2812,11.06
p56_u48,p56,ce10.0,0.7253,3.24
p56_u48,p56,demucs,0.4125,-3.61
p56_u48,p56,tstnn,0.5222,-2.9
p56_u49,p56,ce0.0,0.276,9.8
p56_u49,p56,ce10.0,0.7506,3.56
p56_u49,p56,demucs,0.446,-3.29
p56_u49,p56,tstnn,0.5569,-2.95
p56_u50,p56,ce0.0,0.284,11.18
p56_u50,p56,ce10.0,0.7134,3.98
p56_u50,p56,demucs,0.4528,-3.35
p56_u50,p56,tstnn,0.5391,-3.21
p56_u51,p56,ce0.0,0.2935,9.99
p56_u51,p56,ce10.0,0.7247,3.08
p56_u51,p56,demucs,0.4222,-4.07
p56_u51,p56,tstnn,0.4916,-3.91
p56_u52,p56,ce0.0,0.2969,11.23
p56_u52,p56,ce10.0,0.721,3.59
p56_u52,p56,demucs,0.3889,-4.38
p56_u52,p56,tstnn,0.473,-4.21
p56_u53,p56,ce0.0,0.3027,11.05
p56_u53,p56,ce10.0,0.7754,3.9
p56_u53,p56,demucs,0.4332,-3.61
p56_u53,p56,tstnn,0.5493,-3.29
p56_u54,p56,ce0.0,0.3393,9.51
p56_u54,p56,ce10.0,0.7949,3.49
p56_u54,p56,demucs,0.438,-4.56
p56_u54,p56,tstnn,0.5229,-3.47
p56_u55,p56,ce0.0,0.3235,9.72
p56_u55,p56,ce10.0,0.7327,2.77
p56_u55,p56,demucs,0.4231,-4.0
p56_u55,p56,tstnn,0.5408,-3.05
p56_u56,p56,ce0.0,0.406,10.09
p56_u56,p56,ce10.0,0.8569,3.49
p56_u56,p56,demucs,0.484,-3.83
p56_u56,p56,tstnn,0.6439,-2.77
p56_u57,p56,ce0.0,0.2882,10.29
p56_u57,p56,ce10.0,0.7323,3.93
p56_u57,p56,demucs,0.4788,-3.67
p56_u57,p56,tstnn,0.5583,-3.02
p56_u58,p56,ce0.0,0.3566,9.41
p56_u58,p56,ce10.0,0.7468,3.61
p56_u58,p56,demucs,0.4129,-4.35
p56_u58,p56,tstnn,0.5201,-3.68
p56_u59,p56,ce0.0,0.2915,11.35
p56_u59,p56,ce10.0,0.7381,3.78
p56_u59,p56,demucs,0.4443,-4.01
p56_u59,p56,tstnn,0.53,-3.71
p56_u60,p56,ce0.0,0.2897,10.69
p56_u60,p56,ce10.0,0.7252,3.68
p56_u60,p56,demucs,0.4044,-3.71
p56_u60,p56,tstnn,0.4867,-3.66
p56_u61,p56,ce0.0,0.2852,11.3
p56_u61,p56,ce10.0,0.7593,4.04
p56_u61,p56,demucs,0.4002,-3.43
p56_u61,p56,tstnn,0.4676,-3.36
p56_u62,p56,ce0.0,0.2908,10.24
p56_u62,p56,ce10.0,0.7227,3.96
p56_u62,p56,demucs,0.3844,-3.14
p56_u62,p56,tstnn,0.4692,-3.14
p56_u63,p56,ce0.0,0.2822,11.12
p56_u63,p56,ce10.0,0.7302,3.22
p56_u63,p56,demucs,0.4169,-2.02
p56_u63,p56,tstnn,0.474,-2.16
p56_u64,p56,ce0.0,0.2931,11.66
p56_u64,p56,ce10.0,0.7303,3.95
p56_u64,p56,demucs,0.4154,-2.77
p56_u64,p56,tstnn,0.4437,-2.93
p56_u65,p56,ce0.0,0.2654,11.52
p56_u65,p56,ce10.0,0.7355,3.53
p56_u65,p56,demucs,0.4148,-2.96
p56_u65,p56,tstnn,0.4686,-2.73
p56_u66,p56,ce0.0,0.2928,9.87
p56_u66,p56,ce10.0,0.7395,3.35
p56_u66,p56,demucs,0.4681,-2.93
p56_u66,p56,tstnn,0.5005,-3.01
p56_u67,p56,ce0.0,0.3071,10.9
p56_u67,p56,ce10.0,0.773,4.31
p56_u67,p56,demucs,0.4187,-4.09
p56_u67,p56,tstnn,0.4498,-3.95
p56_u68,p56,ce0.0,0.3468,10.39
p56_u68,p56,ce10.0,0.733,4.39
p56_u68,p56,demucs,0.4286,-3.33
p56_u68,p56,tstnn,0.4848,-3.38
p56_u69,p56,ce0.0,0.2746,11.67
p56_u69,p56,ce10.0,0.7259,3.57
p56_u69,p56,demucs,0.3979,-3.78
p56_u69,p56,tstnn,0.4723,-3.74
p56_u70,p56,ce0.0,0.3474,10.12
p56_u70,p56,ce10.0,0.6423,4.09
p56_u70,p56,demucs,0.4901,-3.72
p56_u70,p56,tstnn,0.5149,-3.36
p56_u71,p56,ce0.0,0.276,11.99
p56_u71,p56,ce10.0,0.699,3.8
p56_u71,p56,demucs,0.4134,-3.45
p56_u71,p56,tstnn,0.4773,-3.5
p56_u72,p56,ce0.0,0.2791,10.94
p56_u72,p56,ce10.0,0.7366,4.11
p56_u72,p56,demucs,0.4066,-3.68
p56_u72,p56,tstnn,0.4366,-3.65
p56_u73,p56,ce0.0,0.2989,12.57
p56_u73,p56,ce10.0,0.7666,3.85
p56_u73,p56,demucs,0.3948,-3.59
p56_u73,p56,tstnn,0.449,-3.22
p56_u74,p56,ce0.0,0.3264,10.55
p56_u74,p56,ce10.0,0.8058,3.65
p56_u74,p56,demucs,0.4195,-3.56
p56_u74,p56,tstnn,0.4969,-3.6
p56_u75,p56,ce0.0,0.3372,10.04
p56_u75,p56,ce10.0,0.7724,4.24
p56_u75,p56,demucs,0.4413,-2.98
p56_u75,p56,tstnn,0.5005,-2.96
p56_u76,p56,ce0.0,0.2926,10.22
p56_u76,p56,ce10.0,0.7283,3.68
p56_u76,p56,demucs,0.4315,-2.65
p56_u76,p56,tstnn,0.5082,-2.6
p56_u77,p56,ce0.0,0.3079,10.05
p56_u77,p56,ce10.0,0.7562,3.55
p56_u77,p56,demucs,0.4258,-2.82
p56_u77,p56,tstnn,0.4594,-3.06
p56_u78,p56,ce0.0,0.2994,11.29
p56_u78,p56,ce10.0,0.7818,3.88
p56_u78,p56,demucs,0.4269,-3.34
p56_u78,p56,tstnn,0.4673,-3.13
p56_u79,p56,ce0.0,0.2951,10.74
p56_u79,p56,ce10.0,0.7279,3.6
p56_u79,p56,demucs,0.4988,-3.22
p56_u79,p56,tstnn,0.5379,-3.15
p56_u80,p56,ce0.0,0.2787,11.71
p56_u80,p56,ce10.0,0.7512,3.97
p56_u80,p56,demucs,0.4023,-2.98
p56_u80,p56,tstnn,0.4849,-2.6
p56_u81,p56,ce0.0,0.3025,12.01
p56_u81,p56,ce10.0,0.7153,4.08
p56_u81,p56,demucs,0.4292,-3.37
p56_u81,p56,tstnn,0.4877,-3.02
p56_u82,p56,ce0.0,0.3101,10.56
p56_u82,p56,ce10.0,0.7343,3.92
p56_u82,p56,demucs,0.4195,-3.78
p56_u82,p56,tstnn,0.4859,-3.44
p56_u83,p56,ce0.0,0.3285,10.22
p56_u83,p56,ce10.0,0.7373,4.36
p56_u83,p56,demucs,0.4333,-3.84
p56_u83,p56,tstnn,0.4565,-3.56
p56_u84,p56,ce0.0,0.3135,11.05
p56_u84,p56,ce10.0,0.7824,2.98
p56_u84,p56,demucs,0.4123,-2.29
p56_u84,p56,tstnn,0.4842,-2.22
p56_u85,p56,ce0.0,0.282,11.52
p56_u85,p56,ce10.0,0.7274,3.42
p56_u85,p56,demucs,0.4181,-3.54
p56_u85,p56,tstnn,0.456,-3.28
p56_u86,p56,ce0.0,0.2679,10.96
p56_u86,p56,ce10.0,0.7107,3.77
p56_u86,p56,demucs,0.3982,-3.56
p56_u86,p56,tstnn,0.4696,-3.41
p56_u87,p56,ce0.0,0.313,10.78
p56_u87,p56,ce10.0,0.7857,3.58
p56_u87,p56,demucs,0.3981,-3.49
p56_u87,p56,tstnn,0.4992,-3.34
p56_u88,p56,ce0.0,0.2727,11.57
p56_u88,p56,ce10.0,0.7125,3.68
p56_u88,p56,demucs,0.406,-2.61
p56_u88,p56,tstnn,0.464,-2.7
p56_u89,p56,ce0.0,0.2752,11.7
p56_u89,p56,ce10.0,0.7394,3.45
p56_u89,p56,demucs,0.4104,-2.94
p56_u89,p56,tstnn,0.4681,-2.78
p56_u90,p56,ce0.0,0.2835,11.0
p56_u90,p56,ce10.0,0.7249,3.53
p56_u90,p56,demucs,0.4551,-3.36
p56_u90,p56,tstnn,0.4903,-3.26
p56_u91,p56,ce0.0,0.307,11.29
p56_u91,p56,ce10.0,0.76,3.96
p56_u91,p56,demucs,0.4294,-3.26
p56_u91,p56,tstnn,0.5249,-2.99
p56_u92,p56,ce0.0,0.2803,12.53
p56_u92,p56,ce10.0,0.7602,3.7
p56_u92,p56,demucs,0.3838,-3.16
p56_u92,p56,tstnn,0.4492,-2.91
p56_u93,p56,ce0.0,0.2972,10.78
p56_u93,p56,ce10.0,0.771,4.14
p56_u93,p56,demucs,0.4373,-3.65
p56_u93,p56,tstnn,0.5209,-3.73
p56_u94,p56,ce0.0,0.316,11.57
p56_u94,p56,ce10.0,0.7727,3.87
p56_u94,p56,demucs,0.4347,-2.6
p56_u94,p56,tstnn,0.5101,-3.03
p56_u95,p56,ce0.0,0.28,11.32
p56_u95,p56,ce10.0,0.7456,3.85
p56_u95,p56,demucs,0.413,-2.89
p56_u95,p56,tstnn,0.4537,-3.05
p56_u96,p56,ce0.0,0.273,11.37
p56_u96,p56,ce10.0,0.7259,3.23
p56_u96,p56,demucs,0.4508,-2.75
p56_u96,p56,tstnn,0.466,-2.85
p56_u97,p56,ce0.0,0.2763,11.43
p56_u97,p56,ce10.0,0.7215,3.84
p56_u97,p56,demucs,0.4366,-3.35
p56_u97,p56,tstnn,0.4582,-3.42
p56_u98,p56,ce0.0,0.2889,12.49
p56_u98,p56,ce10.0,0.7369,4.67
p56_u98,p56,demucs,0.3771,-4.3
p56_u98,p56,tstnn,0.4468,-3.89
p56_u99,p56,ce0.0,0.2936,10.88
p56_u99,p56,ce10.0,0.7418,3.27
p56_u99,p56,demucs,0.5047,-2.1
p56_u99,p56,tstnn,0.4744,-2.47
